Year;Month;Day;Incident code;Location start;Location end;Type of incident;Number of terrorists in attack force;Number of nationalities;First nationality of terrorists;Second nationality of terrorists;Third nationality of terrorists;Number of victims;Number of nationalities of victims;First victim's nationality;Second victim's nationality;Third victim's nationality;Number of US victims;Type of US victims;Type of immediate victims;Total individuals wounded;Terrorists wounded;Total number of individuals killed;Terrorists killed;Type of Weapon used;Terrorist logistical success;Number of Hostages;Escaped Hostages;Target of Demands 1;Target of Demands 2;Target of Demands 3;Number of Entities;Demands on Host Nation;Media Announcement;Political Change;Ransom demanded;Release Prisoners;Safe haven destination;Terrorist Negotiation Behavior;Sequential Release of Hostages;Passed Deadlines;Threats Carried Out;Terrorist Negotiation Success;Target Negotiator;Amount of Ransom Paid;Number of Prisoners Released;First hostage's fate;Second hostage's fate;Duration in Hours;Duration in Days;
1994;4;10;1;101;100;9;10;1;100;998;998;1;1;101;998;998;0;8;1;0;0;0;0;9;6;0;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;98;98;99;999;
1994;4;11;3;90;90;1;99;1;90;998;998;1;1;2;998;998;1;5;7;0;0;0;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;14;98;97;5;
1994;4;11;5;811;811;1;99;1;811;998;998;3;2;200;900;998;0;8;7;0;0;3;0;9;6;3;0;900;998;998;1;2;0;2;15;0;2;9;0;9;9;9;2;9999;998;12;98;97;999;
1994;4;19;1;520;520;1;4;1;520;998;998;1;1;325;998;998;0;8;2;0;0;0;0;9;6;1;0;625;998;998;1;2;0;2;10;0;2;9;0;1;0;9;2;9999;998;1;98;97;9;
1994;4;26;1;347;347;1;99;1;347;998;998;2;2;365;996;998;0;8;4;0;0;0;0;9;6;2;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;99;2;
1994;4;30;1;811;811;1;99;1;811;998;998;3;99;997;999;999;0;8;7;0;0;0;0;9;6;6;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;99;998;
1994;5;8;2;40;2;9;1;1;40;998;998;22;2;40;2;998;5;5;7;0;0;0;0;1;6;22;0;2;998;998;1;2;0;2;0;0;1;2;0;9;9;2;3;0;998;2;98;2;998;
1994;5;16;1;520;520;1;99;1;520;998;998;6;2;790;996;998;0;8;4;1;0;5;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;97;14;
1994;6;3;2;630;630;1;99;9;999;999;999;3;2;710;630;998;0;8;7;0;0;0;0;9;6;3;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;99;99;999;
1994;6;6;1;710;713;9;1;1;710;998;998;138;1;710;998;998;0;8;7;0;0;0;0;2;6;138;0;12;713;998;1;2;0;2;0;0;1;2;0;9;9;1;3;0;998;2;98;1;998;
1994;6;7;1;750;750;1;3;1;750;998;998;2;1;200;998;998;0;8;7;0;0;0;0;9;6;4;0;750;998;998;1;1;0;2;0;3;2;9;1;9;9;9;1;0;0;1;98;97;17;
1994;6;8;1;660;660;1;99;1;630;998;998;7;2;660;652;998;0;8;7;0;0;0;0;9;6;7;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;99;2;
1994;6;11;1;660;660;1;2;1;630;998;998;1;1;255;998;998;0;8;7;0;0;0;0;1;4;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;10;98;1;998;
1994;6;15;3;540;540;1;99;1;540;998;998;56;99;200;220;997;0;8;7;0;0;0;0;9;6;56;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;99;2;
1994;6;18;1;520;520;1;3;1;520;998;998;1;1;2;998;998;1;5;7;0;0;0;0;9;6;1;0;7;998;998;1;2;0;2;30;0;2;1;0;9;9;3;4;0;998;1;98;97;21;
1994;6;28;2;450;450;1;99;1;450;998;998;6;5;663;651;165;0;8;4;0;0;0;0;9;6;6;0;996;998;998;1;2;0;2;0;0;2;2;0;9;9;9;3;0;998;1;98;99;2;
1994;7;2;1;93;93;1;99;1;93;998;998;4;1;2;998;998;4;5;7;0;0;0;0;9;6;9999;999;93;998;998;1;1;0;2;30;0;2;1;1;1;0;3;5;0;998;14;98;99;3;
1994;7;15;1;615;615;1;99;1;615;998;998;4;3;678;698;600;0;8;2;0;0;0;0;9;6;4;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;99;2;
1994;7;18;1;520;520;1;99;1;520;998;998;13;4;325;820;920;0;8;4;3;0;3;0;9;6;7;0;996;998;998;1;2;0;2;9999;0;2;9;2;9;9;9;2;9999;998;99;99;99;999;
1994;7;19;1;770;770;1;99;1;770;998;998;6;2;710;770;998;0;8;7;0;0;0;0;9;6;6;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;99;4;
1994;7;21;2;370;700;1;99;1;370;998;998;56;1;370;998;998;0;8;3;0;0;0;0;9;6;56;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;99;99;999;
1994;7;26;1;811;811;1;50;1;811;998;998;998;4;200;220;900;0;8;7;999;0;12;0;5;6;9999;0;811;900;999;9;1;0;1;0;0;2;4;1;9;9;1;1;0;998;3;98;97;97;
1994;7;26;2;347;347;1;99;1;347;998;998;3;2;996;347;998;0;8;2;0;0;0;0;9;6;3;0;996;998;998;1;2;0;2;0;998;2;9;0;9;9;9;9;0;999;2;98;99;2;
1994;7;31;2;840;840;1;99;1;840;998;998;1;1;2;998;998;1;5;7;1;0;0;0;9;5;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;14;98;1;998;
1994;8;7;1;90;93;9;1;1;92;998;998;80;99;90;95;999;0;8;7;0;0;0;0;1;5;9999;0;12;998;998;1;2;0;2;0;0;2;1;0;9;9;1;8;0;998;14;98;99;998;
1994;8;8;1;640;640;1;99;1;646;998;998;2;1;375;998;998;0;8;7;0;0;0;0;9;6;2;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;97;22;
1994;8;11;1;40;2;9;1;1;40;998;998;1;1;40;998;998;0;8;7;0;0;0;0;1;6;0;0;2;998;998;1;9;9;9;0;999;1;2;0;9;9;2;3;9999;998;98;98;99;999;
1994;8;12;3;135;135;1;8;9;999;999;999;2;2;740;135;998;0;8;5;1;0;0;0;9;5;2;1;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;10;1;1;998;
1994;8;26;1;540;540;1;99;1;540;998;998;999;1;599;998;998;0;8;7;0;0;0;0;9;6;9999;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;99;98;99;999;
1994;8;27;1;840;840;1;99;1;840;998;998;7;1;732;998;998;0;8;7;0;0;0;0;9;6;37;0;840;998;998;1;1;0;2;0;0;2;9;1;9;9;9;1;0;998;1;99;99;999;
1994;8;27;2;811;811;1;99;1;811;998;998;4;1;815;998;998;0;8;7;0;0;0;0;9;6;4;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;99;99;999;
1994;8;30;1;540;540;1;99;1;540;998;998;5;3;2;70;235;1;5;7;0;0;0;0;9;6;5;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;99;99;999;
1994;9;8;1;450;450;1;99;1;450;998;998;43;14;305;710;651;0;8;4;0;0;0;0;9;6;43;0;999;999;999;9;9;0;2;0;0;2;9;8;9;9;9;9;0;998;1;99;97;999;
1994;9;23;1;100;100;1;15;1;100;998;998;1;1;2;998;998;1;4;5;0;0;0;0;9;6;1;0;100;8;998;2;1;0;2;500;0;2;1;0;9;9;1;1;9998;998;2;98;97;269;
1994;9;99;9;750;750;1;99;1;770;998;998;3;1;200;998;998;0;8;7;0;0;0;0;9;6;3;0;750;998;998;1;1;0;2;9998;10;2;2;0;9;9;3;1;9998;0;14;98;99;999;
1994;10;9;2;666;666;1;4;1;667;998;998;2;2;2;666;998;1;2;3;0;0;1;0;9;6;1;0;666;7;998;2;1;0;2;15;998;2;2;0;1;0;3;1;0;0;11;98;97;4;
1994;10;10;2;130;130;1;99;1;100;998;998;1;1;130;998;998;0;8;5;0;0;0;0;9;6;1;0;999;999;999;9;9;0;2;50;0;2;9;0;9;9;2;9;50;998;2;98;97;998;
1994;10;19;1;750;750;1;99;1;770;998;998;1;1;2;998;998;0;5;7;0;0;0;0;9;6;1;0;750;998;998;1;1;0;2;9998;10;2;2;0;9;9;3;1;9998;0;14;98;99;999;
1994;10;25;1;365;365;9;1;1;366;998;998;999;1;365;999;998;0;8;7;0;0;1;1;5;5;9999;0;12;365;998;2;1;0;2;430;0;1;4;1;9;9;1;1;230;998;2;14;99;2;
1994;11;3;1;385;385;9;1;1;347;998;998;129;1;385;998;998;0;8;7;0;0;0;0;5;6;129;0;12;385;998;2;1;2;1;0;0;2;1;1;9;9;1;1;0;998;2;98;8;998;
1994;11;7;1;451;451;1;99;1;451;998;998;2;2;200;206;998;0;8;7;0;0;0;0;9;6;2;0;451;998;998;1;1;0;2;0;999;2;5;9;9;9;1;9;0;0;99;99;97;999;
1994;11;8;2;255;350;9;1;1;350;998;998;77;1;255;998;998;0;8;7;0;0;0;0;5;6;77;0;12;350;998;2;1;0;2;0;0;9;2;1;9;9;1;1;0;998;2;14;1;998;
1994;11;12;1;615;325;9;3;1;615;998;998;38;1;615;998;998;0;8;7;0;0;0;0;2;6;38;0;12;615;230;3;1;0;1;0;999;1;1;0;9;9;1;3;0;0;2;98;99;998;
1994;11;15;1;800;800;1;99;1;811;998;998;33;1;800;998;998;0;8;7;0;0;25;0;9;6;33;6;7;998;998;1;2;0;2;9999;0;2;2;0;1;0;1;4;9999;998;10;12;97;14;
1994;11;24;2;365;363;9;1;1;365;998;998;999;1;365;998;998;0;8;7;0;0;0;0;5;6;9999;0;12;363;998;2;2;0;2;0;0;1;1;0;9;9;1;3;0;998;2;98;99;998;
1994;12;5;1;520;678;9;2;1;530;998;998;999;2;520;522;998;0;8;7;0;0;0;0;5;6;99;0;12;998;998;1;2;0;2;0;0;1;9;0;9;9;3;8;0;998;1;98;99;998;
1994;12;8;1;800;811;1;99;1;811;998;998;1;1;255;998;998;0;8;7;0;0;0;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;98;97;998;
1994;12;17;1;520;520;1;99;1;520;998;998;1;1;220;998;998;0;8;7;0;0;0;0;9;6;1;0;9;998;998;1;2;0;2;52;0;2;9;0;9;9;9;7;9999;998;1;98;97;36;
1994;12;24;1;615;220;9;4;1;615;998;998;283;5;220;815;615;0;8;7;25;0;7;4;5;5;283;0;12;615;220;3;1;5;1;0;9;1;3;8;9;9;1;1;0;0;12;14;99;2;
1994;12;99;1;100;100;1;99;1;100;998;998;1;1;225;998;998;0;8;7;0;0;0;0;9;6;2;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;99;99;999;
1995;1;4;3;451;451;1;99;1;451;998;998;11;1;225;998;998;0;8;7;0;0;0;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;98;97;998;
1995;1;14;1;520;520;2;30;1;520;998;998;15;99;996;997;999;0;8;2;0;0;0;0;9;6;15;0;996;998;998;1;2;0;2;0;0;2;9;0;9;9;9;7;0;998;1;98;99;2;
1995;1;18;1;451;451;1;99;1;451;998;998;15;5;200;255;380;0;8;5;0;0;0;0;9;6;15;0;7;998;998;1;2;0;2;0;0;2;9;0;9;9;9;9;0;998;99;99;97;999;
1995;1;18;2;100;100;1;20;1;100;998;998;1;1;2;998;998;1;4;5;0;0;0;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;98;99;998;
1995;1;20;1;451;451;1;99;1;451;998;998;2;2;200;255;998;0;8;5;0;0;0;0;9;6;2;0;7;998;998;1;2;0;2;0;0;2;9;0;9;9;9;9;0;998;1;99;97;91;
1995;1;25;1;451;451;1;99;1;451;998;998;7;2;325;140;998;0;8;7;0;0;0;0;9;6;107;999;451;325;998;2;1;0;2;0;0;2;9;0;9;9;9;2;0;998;1;98;97;56;
1995;1;29;1;346;346;1;3;1;345;998;998;1;1;996;998;998;0;8;2;0;0;0;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;1;998;
1995;1;99;2;100;100;1;99;1;100;998;998;1;1;200;998;998;0;8;5;0;0;0;0;9;6;1;999;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;98;97;999;
1995;2;3;1;520;520;2;99;1;520;998;998;16;3;2;325;996;3;1;2;0;0;0;0;9;6;16;0;996;998;998;1;2;0;2;0;0;2;9;1;9;9;9;9;0;998;1;98;99;1;
1995;2;8;1;625;625;1;99;1;625;998;998;11;99;997;999;999;0;8;7;0;0;0;0;9;6;11;0;9;998;998;1;2;0;2;0;0;2;9;1;9;9;9;7;0;998;1;99;99;998;
1995;2;9;1;93;93;1;99;1;92;998;998;6;3;2;200;93;1;5;7;0;0;0;0;9;6;6;0;93;998;998;1;1;0;2;0;0;2;9;1;9;9;9;6;0;998;1;98;99;4;
1995;2;9;2;347;347;1;1;1;347;998;998;1;1;996;998;998;0;8;2;0;0;0;0;9;1;9999;999;998;998;998;8;9;9;9;0;999;9;9;9;9;9;9;9;0;998;99;98;99;99;
1995;2;12;1;347;347;10;1;1;999;998;998;2;1;996;998;998;0;8;2;0;0;0;0;9;6;2;0;12;998;998;1;1;0;2;0;999;1;2;0;9;9;2;8;9999;998;99;98;99;999;
1995;2;99;1;520;520;1;99;1;520;998;998;12;2;770;667;998;0;8;7;0;0;0;0;9;6;12;0;996;998;998;1;2;0;2;0;0;2;9;0;9;9;9;2;0;998;99;99;97;999;
1995;3;17;1;530;625;9;5;1;530;998;998;92;5;2;220;380;3;5;7;0;0;0;0;2;6;92;12;625;998;998;2;2;0;2;0;0;1;1;1;9;9;1;3;0;998;2;98;99;998;
1995;3;18;6;483;483;1;99;1;483;998;998;4;3;2;996;483;1;1;2;0;0;0;0;9;6;4;0;483;998;998;1;1;0;1;0;0;2;9;1;9;9;9;1;0;998;1;98;97;11;
1995;4;4;2;368;368;1;99;1;368;998;998;4;2;2;365;998;1;5;7;0;0;4;0;9;6;4;0;998;998;998;8;2;0;2;0;0;2;9;0;9;9;8;8;0;998;3;98;97;999;
1995;4;6;2;433;433;1;99;9;999;999;999;4;1;220;998;998;0;8;7;0;0;0;0;9;6;4;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;99;97;999;
1995;4;9;1;520;520;1;99;1;520;998;998;1;1;530;998;998;0;8;2;0;0;0;0;9;6;1;0;530;998;998;1;2;0;2;12;999;2;9;0;9;9;9;3;9999;998;2;98;97;22;
1995;4;19;1;100;100;1;99;1;100;998;998;2;1;325;998;998;0;8;5;0;0;0;0;9;6;2;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;99;99;999;
1995;5;7;1;625;625;1;99;1;625;998;998;2;3;325;840;996;0;8;2;0;0;0;0;9;6;5;0;12;996;998;2;2;0;2;0;0;2;9;0;9;9;9;9;0;998;99;99;99;999;
1995;5;9;2;90;90;1;4;9;999;999;999;3;1;2;998;998;3;5;7;0;0;0;0;9;6;3;0;8;998;998;1;2;0;2;3;0;2;2;0;9;9;2;5;3;998;2;98;97;999;
1995;5;22;1;483;475;1;99;1;483;998;998;999;2;475;483;998;0;8;7;999;0;999;0;4;6;9999;999;999;999;999;9;9;0;2;9998;0;2;9;0;9;9;9;9;9999;998;99;99;99;999;
1995;5;23;1;451;451;1;99;1;451;998;998;999;2;660;451;998;0;8;5;0;0;0;0;9;6;9999;999;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;99;99;999;
1995;6;5;1;93;93;1;3;9;999;999;999;1;1;155;998;998;0;8;7;0;0;0;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;3;98;97;999;
1995;6;7;2;625;625;9;99;1;625;998;998;5;4;325;560;996;0;8;7;0;0;0;0;9;6;5;0;12;999;999;9;9;0;2;0;0;2;9;1;9;9;9;9;0;998;1;99;97;999;
1995;6;21;1;740;740;9;1;1;740;998;998;365;99;740;20;220;0;8;7;1;0;0;0;2;5;365;0;12;740;998;2;1;0;2;0;0;2;2;0;9;9;1;1;0;998;2;98;99;2;
1995;6;25;1;770;770;1;99;1;770;998;998;4;2;255;770;998;0;8;5;0;0;0;0;9;6;4;0;999;999;999;9;9;0;2;20;0;2;1;1;9;9;3;9;0;998;1;98;97;17;
1995;6;28;1;90;90;1;99;1;90;998;998;5;99;140;20;2;1;1;2;0;0;0;0;9;6;5;0;90;998;998;1;1;0;2;0;0;2;9;0;9;9;9;1;0;998;1;98;99;2;
1995;6;99;1;100;100;1;99;1;100;998;998;1;1;200;998;998;0;8;7;0;0;1;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;3;98;97;999;
1995;7;2;2;678;678;9;1;1;999;998;998;1;1;530;998;998;0;8;7;0;0;0;0;5;2;0;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;98;98;99;999;
1995;7;4;1;750;750;1;99;1;750;998;998;5;3;2;200;20;2;5;7;0;0;0;0;4;6;5;1;75;2;200;4;1;0;2;6;22;2;5;0;9;9;9;1;0;24;99;99;97;999;
1995;7;5;1;530;530;10;5;1;530;998;998;5;2;2;530;998;4;1;2;0;0;2;2;9;5;1;0;12;998;998;1;1;0;2;0;999;2;8;1;9;9;3;1;9999;998;1;98;99;999;
1995;7;8;1;750;750;1;99;1;750;998;998;1;1;255;998;998;0;8;7;0;0;0;0;9;6;1;0;75;255;998;2;1;0;2;9999;999;2;9;0;0;9;9;1;0;999;99;98;97;998;
1995;7;8;2;750;750;1;99;1;750;998;998;1;1;385;998;998;0;8;7;0;0;1;0;9;6;1;0;75;998;998;1;1;0;2;9999;999;2;9;0;0;1;9;1;0;999;3;98;97;36;
1995;7;10;1;770;770;1;99;9;999;999;999;1;1;710;998;998;0;8;5;0;0;0;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;14;998;
1995;7;24;2;255;255;2;99;1;646;998;998;2;1;255;998;998;0;8;6;0;0;0;0;9;6;2;0;12;998;998;1;2;3;2;0;0;2;1;0;9;9;3;7;0;998;1;98;2;998;
1995;8;3;3;700;700;1;99;1;700;998;998;7;1;365;998;998;0;8;7;0;0;0;0;9;6;7;0;365;998;998;1;2;0;2;0;0;2;9;1;9;9;9;2;0;998;1;99;99;999;
1995;8;18;1;100;100;1;99;1;100;998;998;1;1;200;998;998;0;8;4;0;0;0;0;9;6;1;0;2;998;998;1;2;0;2;200;0;2;2;0;9;9;3;2;0;998;14;98;97;100;
1995;9;3;3;230;220;9;1;1;230;998;998;298;99;220;230;998;0;8;7;0;0;0;0;1;6;298;0;112;998;998;1;2;0;2;0;0;9;1;0;9;9;1;9;0;998;2;98;99;988;
1995;9;17;2;520;520;1;99;1;520;998;998;21;11;900;2;220;5;5;7;0;0;0;0;9;6;21;0;998;998;998;1;2;0;2;0;0;2;8;1;9;9;8;8;0;998;1;98;97;5;
1995;9;19;1;630;666;9;1;1;630;998;998;174;1;630;998;998;0;8;7;0;0;0;0;3;6;74;0;12;670;666;3;2;0;2;0;0;1;3;0;9;9;1;3;0;998;2;98;99;998;
1995;11;1;2;145;145;1;99;1;135;998;998;1;1;145;998;998;0;8;5;0;0;0;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;98;99;999;
1995;11;9;2;350;350;9;1;1;530;998;998;999;99;350;999;999;0;8;7;0;0;0;0;2;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;14;98;1;998;
1995;11;26;1;90;90;1;99;9;999;999;999;1;2;996;70;998;0;8;2;0;0;1;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;3;98;97;8;
1995;12;5;1;90;90;1;99;9;999;999;999;1;2;2;996;998;1;1;2;0;0;0;0;9;5;1;1;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;15;98;1;998;
1995;12;18;6;520;520;1;99;1;520;998;998;1;1;325;998;998;0;8;7;0;0;0;0;9;6;1;0;520;998;998;1;1;0;2;0;0;2;9;0;9;9;9;1;0;998;1;98;97;9;
1995;12;26;1;531;531;9;1;1;530;998;998;999;99;670;531;530;0;8;7;0;0;0;0;2;5;9999;999;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;10;98;1;998;
1995;12;27;1;840;840;1;20;1;840;998;998;13;2;2;840;998;6;5;7;0;0;0;0;9;6;13;0;8;840;998;2;1;0;2;6;0;2;1;0;9;9;1;9;0;998;2;98;97;5;
1996;1;1;1;94;94;1;10;9;999;999;999;3;3;225;255;94;0;8;5;0;0;0;0;4;6;2;0;94;999;998;1;1;0;2;100;999;2;9;0;9;9;9;1;9999;0;2;98;97;72;
1996;1;8;1;850;850;1;90;1;850;998;998;26;5;200;210;255;0;8;7;999;99;999;99;2;5;26;999;850;996;998;2;1;9;1;0;0;2;5;8;8;0;1;6;0;998;14;11;97;129;
1996;1;16;1;640;640;10;10;9;640;999;999;998;99;365;640;369;0;8;7;999;0;999;0;4;6;212;2;12;640;998;2;1;9;1;0;0;1;1;8;8;9;1;1;0;998;12;2;99;4;
1996;1;17;2;100;100;1;99;9;999;999;999;999;1;2;998;998;1;5;7;0;0;0;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;99;999;
1996;1;19;1;100;100;1;6;1;100;998;998;1;1;2;998;998;1;5;7;0;0;0;0;9;6;1;0;999;999;999;9;9;0;2;100;0;2;9;0;9;9;9;9;9999;998;1;98;97;125;
1996;1;22;1;539;539;1;99;1;539;998;998;4;2;560;997;998;0;8;5;0;0;0;0;9;6;4;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;99;998;
1996;1;24;1;678;678;1;4;1;678;998;998;21;2;220;678;998;0;8;7;0;0;0;0;9;5;21;0;678;220;998;2;1;0;2;0;1;2;1;2;9;9;1;3;0;0;1;98;97;6;
1996;1;30;3;93;93;2;90;1;93;998;998;999;4;770;20;840;0;8;2;0;0;0;0;5;5;9999;2;840;998;998;1;1;0;1;0;0;2;2;1;9;9;3;1;0;998;1;14;99;998;
1996;2;2;1;255;255;1;99;9;999;999;999;1;1;630;998;998;0;8;7;0;0;0;0;9;6;1;1;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;10;98;99;2;
1996;2;6;2;100;100;1;99;1;100;998;998;4;4;200;255;390;0;8;5;0;0;0;0;9;6;4;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;99;999;
1996;2;16;1;100;100;1;6;1;100;998;998;1;1;2;998;998;1;1;5;0;0;0;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;97;272;
1996;2;20;1;850;850;1;99;1;850;998;998;2;2;220;850;998;0;8;5;0;0;0;0;9;5;2;2;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;14;98;99;2;
1996;3;8;1;352;255;9;1;1;640;998;998;109;11;640;352;2;1;5;7;0;0;0;0;1;6;109;0;12;355;255;3;2;5;2;0;0;1;1;2;9;9;1;3;0;998;1;98;6;998;
1996;3;21;2;520;520;1;99;1;520;998;998;5;1;996;998;998;0;8;7;0;0;0;0;9;6;5;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;10;98;99;1;
1996;3;23;1;520;520;1;99;1;520;998;998;3;3;2;200;520;1;5;7;0;0;1;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;97;3;
1996;3;24;1;625;531;9;2;1;625;998;998;49;99;625;630;663;0;8;7;0;0;0;0;9;6;49;0;12;531;998;2;2;0;2;0;0;1;1;0;9;9;1;3;0;998;2;98;99;998;
1996;3;26;1;811;811;1;25;1;811;998;998;27;2;200;811;998;0;8;7;0;0;0;0;9;6;27;0;811;998;998;1;1;0;2;1;0;2;9;1;9;9;9;1;0;998;1;99;99;999;
1996;3;27;1;615;615;1;99;1;615;998;998;7;1;220;998;998;0;8;7;0;0;7;0;9;6;7;0;220;998;998;1;2;0;2;0;999;2;2;0;9;9;3;6;0;0;12;98;97;65;
1996;3;27;2;651;620;9;3;1;651;998;998;152;99;740;20;220;999;9;7;0;0;0;0;5;6;152;0;12;620;998;2;1;0;1;0;0;2;1;0;9;9;1;1;0;998;2;98;6;998;
1996;3;30;1;100;100;1;99;1;100;998;998;1;1;325;998;998;0;8;5;6;6;0;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;98;99;999;
1996;3;31;1;101;101;1;4;1;100;998;998;1;1;998;998;998;0;8;7;0;0;4;4;9;2;1;1;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;8;98;1;998;
1996;5;8;1;811;811;1;99;1;811;998;998;10;2;800;811;325;0;8;7;0;0;0;0;9;6;10;0;7;998;998;1;2;0;2;35;0;2;1;0;9;9;1;4;20;998;2;98;99;2;
1996;5;30;1;93;93;1;99;1;93;998;998;2;2;2;93;998;1;5;7;0;0;0;0;9;6;2;0;93;998;998;1;1;0;1;0;0;2;9;0;9;9;9;3;0;998;1;98;2;998;
1996;6;20;1;91;91;1;99;1;93;998;998;28;1;93;998;998;0;8;7;0;0;0;0;9;6;31;0;91;998;998;1;1;0;1;0;0;2;2;0;9;9;2;3;0;998;2;98;99;4;
1996;6;99;1;100;100;1;99;9;999;999;999;1;1;999;998;998;0;5;6;0;0;0;0;9;6;1;0;100;40;998;2;1;0;2;0;0;1;2;0;9;9;2;3;0;998;2;98;99;999;
1996;7;8;1;750;750;1;99;1;750;998;998;19;99;750;2;220;998;4;6;0;0;0;0;9;6;19;0;13;998;998;1;2;9;2;0;0;2;2;0;7;9;2;6;0;998;2;98;8;998;
1996;7;12;4;305;305;2;4;1;646;998;998;2;2;2;305;998;1;4;5;0;0;0;0;9;6;2;0;998;998;998;8;9;9;9;0;999;9;9;9;9;9;9;9;0;999;2;98;99;999;
1996;7;14;1;500;500;1;99;1;500;998;998;2;2;900;500;998;0;8;7;0;0;0;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;98;99;999;
1996;7;14;2;100;100;1;99;1;100;998;998;1;1;325;998;998;0;8;7;0;0;0;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;98;99;999;
1996;7;24;2;255;255;2;99;1;640;998;998;4;1;255;998;998;0;8;6;0;0;0;0;9;6;4;0;255;640;998;2;1;0;1;0;0;2;2;0;9;9;3;8;0;998;14;98;99;998;
1996;7;25;1;615;615;9;1;1;615;998;998;999;5;325;365;600;0;8;7;0;0;0;0;9;5;9999;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;14;98;4;998;
1996;7;26;2;230;2;9;1;1;667;998;998;232;5;230;40;225;0;8;7;0;0;0;0;1;6;262;0;12;2;998;2;2;0;2;0;0;1;2;0;9;9;1;3;0;998;2;98;99;998;
1996;7;26;3;255;255;2;99;1;640;998;998;4;1;640;998;998;0;8;2;0;0;0;0;9;6;4;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;99;998;
