Year;Month;Day;Incident code;Location start;Location end;Type of incident;Number of terrorists in attack force;Number of nationalities;First nationality of terrorists;Second nationality of terrorists;Third nationality of terrorists;Number of victims;Number of nationalities of victims;First victim's nationality;Second victim's nationality;Third victim's nationality;Number of US victims;Type of US victims;Type of immediate victims;Total individuals wounded;Terrorists wounded;Total number of individuals killed;Terrorists killed;Type of Weapon used;Terrorist logistical success;Number of Hostages;Escaped Hostages;Target of Demands 1;Target of Demands 2;Target of Demands 3;Number of Entities;Demands on Host Nation;Media Announcement;Political Change;Ransom demanded;Release Prisoners;Safe haven destination;Terrorist Negotiation Behavior;Sequential Release of Hostages;Passed Deadlines;Threats Carried Out;Terrorist Negotiation Success;Target Negotiator;Amount of Ransom Paid;Number of Prisoners Released;First hostage's fate;Second hostage's fate;Duration in Hours;Duration in Days;
1980;7;22;1;140;140;1;2;1;140;999;999;2;1;165;999;999;0;8;7;0;0;0;0;9;5;2;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;99;98;99;999;
1980;7;22;2;2;40;9;1;1;40;999;999;1;1;2;999;999;1;5;7;0;0;0;0;1;6;156;0;40;12;998;2;2;0;2;0;999;1;2;0;9;9;2;1;9999;998;99;98;99;999;
1980;7;23;2;390;390;1;1;1;390;999;999;1;1;732;999;999;0;8;6;0;0;0;0;9;4;0;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;8;98;0;998;
1980;7;24;1;660;690;9;2;1;663;999;999;80;2;690;200;999;0;8;7;0;0;0;0;7;5;80;3;690;692;12;3;2;0;2;0;999;1;8;2;9;9;1;1;9999;998;1;16;99;999;
1980;7;25;1;325;325;1;4;1;325;999;999;3;1;255;999;999;0;8;7;0;0;0;0;9;9;3;0;8;998;998;1;2;0;2;9998;0;2;2;0;9;9;9;5;9999;998;99;99;99;999;
1980;7;99;2;840;840;1;99;1;840;999;999;1;1;2;999;999;1;4;5;0;0;0;0;9;6;9999;0;999;999;999;9;9;0;2;9998;0;2;9;9;9;9;9;9;9999;998;99;99;99;999;
1980;7;99;3;155;155;1;99;1;155;999;999;1;1;211;999;999;0;8;7;0;0;0;0;9;6;1;0;999;999;999;9;9;0;2;9999;0;2;9;9;9;9;9;9;9999;998;99;99;99;999;
1980;8;10;1;2;40;9;1;1;999;999;999;33;1;2;999;999;33;5;7;0;0;0;0;1;1;33;0;40;12;998;2;2;0;2;0;999;1;2;0;9;9;2;8;9999;998;2;98;99;1;
1980;8;13;1;2;40;9;8;1;40;999;999;67;1;2;999;999;67;5;7;0;0;0;0;5;9;67;0;40;12;998;2;2;0;2;0;999;1;2;0;9;9;2;8;9999;998;2;98;99;999;
1980;8;14;1;2;40;9;2;9;999;999;999;223;1;2;999;999;223;5;7;0;0;0;0;5;6;223;0;40;12;998;2;2;0;2;0;999;1;2;0;9;9;2;8;9999;998;2;98;99;999;
1980;8;15;1;91;91;2;15;1;91;999;999;12;1;996;999;999;0;8;2;0;0;0;0;9;6;13;0;998;998;998;0;2;9;2;0;0;2;8;0;9;9;8;8;0;998;1;98;48;2;
1980;8;16;1;100;100;1;12;1;100;999;999;1;1;2;999;999;1;5;7;0;0;0;0;9;6;1;0;8;998;998;1;2;0;2;44;0;2;1;0;9;9;1;5;16;998;2;98;96;195;
1980;8;16;3;2;40;9;3;9;999;999;999;50;1;2;999;999;50;5;7;0;0;0;0;5;5;50;0;40;12;998;2;2;0;2;0;999;1;2;0;9;9;2;1;9999;998;2;98;99;999;
1980;8;16;4;2;40;9;4;9;999;999;999;111;1;2;999;999;111;5;7;0;0;0;0;9;5;111;0;40;12;998;2;2;0;2;0;999;1;2;0;9;9;2;1;9999;998;2;98;99;999;
1980;8;16;5;6;40;9;1;1;999;999;999;165;1;2;999;999;165;5;7;0;0;0;0;9;5;165;0;40;12;998;2;2;0;2;0;999;1;2;0;9;9;2;1;9999;998;2;98;99;999;
1980;8;16;6;2;2;9;4;1;40;999;999;1;1;2;999;999;1;5;7;0;0;0;0;5;2;0;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;98;98;99;999;
1980;8;17;1;2;2;9;2;9;999;999;999;1;1;2;999;999;1;5;7;0;0;0;0;5;2;0;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;98;98;99;999;
1980;8;18;1;2;2;9;1;1;999;998;998;999;1;2;998;998;999;5;7;0;0;0;0;1;5;0;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;98;98;99;999;
1980;8;22;6;100;100;2;5;1;100;999;999;1;1;145;999;999;0;8;2;0;0;0;0;4;6;9999;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;2;98;99;998;
1980;8;26;1;2;40;9;3;1;40;999;999;228;1;2;999;999;999;5;7;0;0;0;0;1;5;228;0;40;12;998;2;1;0;2;0;999;1;2;0;9;9;2;1;9999;998;2;98;99;999;
1980;8;27;2;660;660;1;5;1;660;999;999;2;1;230;999;999;0;8;2;0;0;0;0;4;5;2;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;14;98;99;998;
1980;8;29;1;135;135;9;99;1;40;999;999;14;99;2;135;999;7;4;7;6;6;0;0;1;3;14;0;135;2;998;2;1;0;2;0;999;1;4;0;9;9;3;1;9999;998;2;98;22;1;
1980;9;8;1;2;40;9;1;1;40;999;999;88;1;2;999;999;88;5;7;0;0;0;0;5;5;88;0;40;12;998;2;2;0;2;0;999;1;2;0;9;9;2;1;9999;998;2;98;2;1;
1980;9;12;1;2;2;9;1;1;40;999;999;85;1;2;999;999;85;5;7;0;0;0;0;9;4;85;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;15;98;99;999;
1980;9;13;1;2;40;9;2;1;40;999;999;999;1;2;999;999;999;5;7;0;0;0;0;5;5;9999;0;40;12;998;2;1;0;2;0;999;1;2;0;9;9;2;1;9999;998;2;98;99;999;
1980;9;14;1;2;2;9;1;1;40;999;999;1;1;2;999;999;1;5;7;0;0;0;0;5;2;0;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;98;98;99;999;
1980;9;14;2;2;2;9;1;1;40;999;999;1;1;2;999;999;1;5;7;0;0;0;0;1;2;9999;0;12;998;998;1;1;0;2;0;999;1;2;0;9;9;3;8;9999;998;2;98;99;999;
1980;9;17;1;2;40;9;2;1;40;999;999;111;1;2;999;999;111;5;7;0;0;0;0;5;5;111;0;2;40;12;3;1;0;2;0;999;1;2;0;9;9;3;3;9999;998;99;98;99;999;
1980;9;17;2;92;92;2;18;1;92;999;999;14;4;996;999;999;0;8;2;4;0;1;0;9;6;10;0;92;996;998;2;1;0;1;0;155;2;1;1;9;9;1;2;0;0;2;98;96;21;
1980;9;30;2;609;609;1;99;1;609;999;999;25;1;230;999;999;0;8;7;0;0;0;0;9;6;25;0;999;999;999;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;99;99;999;
1980;10;13;1;255;640;9;6;1;630;999;999;148;4;640;630;325;1;4;7;7;4;1;0;3;5;155;0;640;12;998;2;1;0;2;0;0;1;9;1;9;9;3;1;0;998;14;99;11;998;
1980;10;16;1;2;2;9;1;1;2;998;998;999;99;2;999;999;999;5;7;0;0;0;0;1;5;9999;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;8;98;99;999;
1980;11;6;1;101;40;9;2;1;101;999;999;62;1;101;999;999;0;8;7;0;0;0;0;5;6;62;0;40;12;998;2;2;0;2;0;999;1;2;0;9;9;2;1;9999;998;2;98;99;999;
1980;11;12;1;165;160;9;1;1;165;999;999;42;1;165;999;999;0;8;7;1;0;0;0;3;5;42;0;160;93;998;2;2;0;2;0;999;1;4;3;9;9;1;3;9999;998;1;5;99;999;
1980;11;13;1;91;91;2;10;1;91;999;999;40;1;996;999;999;0;8;7;1;0;0;0;9;6;40;0;91;998;998;1;1;0;1;0;0;2;1;0;9;9;3;1;0;998;1;98;24;1;
1980;11;25;2;41;42;9;1;1;42;999;999;1;1;42;999;999;0;8;7;0;0;0;0;5;5;9999;0;12;42;998;2;1;0;2;0;999;1;2;0;9;9;3;3;9999;998;2;98;99;999;
1980;12;4;1;290;255;9;1;1;290;999;999;24;1;290;999;999;0;8;7;0;0;0;0;5;6;24;0;290;225;12;2;1;0;2;0;999;1;2;0;9;9;3;1;9999;998;2;98;99;999;
1980;12;5;1;101;101;9;4;9;999;999;999;110;99;101;999;999;0;8;7;0;0;0;0;9;5;110;0;101;12;998;2;1;0;2;0;999;1;2;0;9;9;3;1;9999;998;2;98;99;999;
1980;12;9;2;90;90;1;13;1;90;999;999;1;1;2;999;999;1;4;5;0;0;6;5;4;5;1;0;8;998;998;1;2;0;2;1000;0;2;2;0;9;9;3;5;0;998;11;98;96;247;
1980;12;9;3;40;40;2;15;1;40;999;999;5;2;328;40;999;0;8;7;0;0;1;0;9;5;5;0;40;998;998;1;1;0;2;0;0;1;2;0;9;9;3;1;0;998;11;14;99;998;
1980;12;15;4;100;40;9;12;1;100;999;999;127;1;100;999;999;0;8;7;0;0;0;0;5;6;127;0;100;12;998;2;1;0;1;0;998;1;2;4;9;9;3;1;0;998;1;98;99;998;
1980;12;18;1;91;91;1;6;9;999;999;999;3;2;91;2;999;1;4;5;1;0;1;0;4;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;96;74;
1980;12;24;1;90;90;1;20;1;90;999;999;1;1;2;999;999;1;4;5;0;0;0;0;4;6;1;0;999;999;999;9;9;0;2;9999;0;2;9;0;9;9;9;9;9999;998;99;98;96;28;
1981;1;19;2;100;100;1;5;1;100;999;999;16;2;2;100;999;15;5;7;0;0;1;0;9;6;1;0;9;100;13;9;1;1;2;0;0;2;2;0;1;1;1;9;0;998;12;98;96;47;
1981;1;25;1;2;2;2;22;9;999;999;999;1;1;2;999;999;1;3;1;0;0;0;0;9;6;1;0;12;998;998;1;9;0;2;0;1;2;2;0;9;9;3;8;9999;0;99;98;99;999;
1981;2;5;4;2;6;9;1;1;999;999;999;1;1;2;999;999;1;5;7;0;0;0;0;5;5;9999;0;12;40;998;2;1;0;2;0;999;1;2;0;9;9;3;1;9999;998;2;98;99;999;
1981;2;6;3;100;100;9;99;9;999;999;999;64;99;999;999;999;0;8;7;0;0;0;0;4;5;65;0;100;12;998;2;1;0;2;0;999;1;2;0;9;1;3;1;9999;998;1;99;99;999;
1981;2;6;4;660;660;1;20;1;660;999;999;4;2;663;660;999;0;8;2;999;99;2;0;4;6;2;0;663;645;998;2;2;0;2;0;9;2;4;0;8;0;3;2;0;0;1;99;96;66;
1981;2;7;2;205;205;10;7;1;204;999;999;1;1;200;999;999;0;8;7;0;0;0;0;4;6;9999;0;998;998;998;8;9;9;9;0;999;9;8;0;9;9;8;8;9999;998;1;98;99;999;
1981;2;11;1;90;90;1;7;9;999;999;999;1;1;900;999;999;0;8;5;0;0;0;0;4;9;1;0;999;999;999;9;2;0;2;0;0;2;8;0;9;9;9;8;0;998;1;98;96;99;
1981;2;12;1;54;54;1;99;1;54;999;999;2;1;2;999;999;0;5;7;0;0;0;0;9;6;2;0;54;998;998;1;1;0;2;0;3;2;9;1;9;9;9;9;0;999;1;99;99;999;
1981;2;13;4;40;40;2;29;1;40;999;999;5;2;40;130;999;0;8;2;0;0;0;0;4;5;4;0;40;130;998;2;1;0;1;0;0;1;1;1;9;9;3;1;0;998;1;98;96;5;
1981;2;18;1;70;70;2;30;1;70;999;999;10;2;750;70;999;0;8;2;0;0;0;0;9;5;10;0;70;998;998;1;1;0;1;0;1;2;2;0;9;9;3;9;0;0;14;98;99;998;
1981;2;18;2;70;70;2;40;1;70;999;999;19;1;90;999;999;0;8;2;0;0;0;0;9;5;19;0;70;998;998;1;1;0;1;0;1;2;2;0;9;9;3;9;0;0;14;98;2;998;
1981;2;19;2;652;652;1;99;1;652;999;999;2;1;365;999;999;0;8;2;0;0;1;0;9;6;2;0;996;652;998;2;1;0;2;0;999;2;2;0;9;9;9;7;0;0;12;99;99;999;
1981;2;19;3;645;645;1;99;1;646;999;999;9;4;750;200;651;0;8;7;0;0;0;0;9;9;9;0;999;999;999;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1981;2;20;1;230;230;1;99;1;230;999;999;1;1;165;999;999;0;8;2;0;0;0;0;9;6;1;0;230;7;998;2;1;5;1;0;0;2;1;0;9;9;3;9;0;998;1;98;96;8;
1981;2;20;2;230;230;1;99;1;230;999;999;1;1;305;999;999;0;8;2;0;0;0;0;9;6;1;0;230;7;998;2;1;5;1;0;0;2;1;0;9;9;3;9;0;998;1;98;96;8;
1981;2;20;3;230;230;1;99;1;230;999;999;1;1;92;999;999;0;8;2;0;0;0;0;9;6;1;0;230;7;998;2;1;5;1;0;0;2;1;0;9;9;3;9;0;998;1;98;96;8;
1981;3;2;2;770;652;9;3;1;770;999;999;148;99;620;640;645;7;5;7;0;0;1;0;5;5;148;0;770;700;12;5;1;2;2;5;92;1;1;4;8;1;1;1;9999;54;13;2;96;12;
1981;3;16;2;630;640;9;1;1;630;999;999;1;1;630;999;999;0;8;3;0;0;0;0;9;6;11;0;640;12;998;2;2;0;2;0;999;1;2;0;9;9;2;3;9999;998;99;98;99;999;
1981;3;27;6;91;93;9;5;1;91;999;999;93;10;91;200;90;12;5;7;0;0;0;0;4;5;93;0;91;12;93;3;1;1;1;0;18;9;2;1;8;0;1;3;0;4;2;98;34;1;
1981;3;28;1;850;800;9;5;1;850;999;999;56;99;2;200;210;999;5;7;2;0;6;4;5;5;56;1;850;12;800;3;1;0;1;150;80;1;5;1;8;0;3;1;0;0;7;14;99;3;
1981;4;6;5;135;135;1;2;9;999;999;999;1;1;101;999;999;0;8;7;0;0;0;0;9;3;0;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;8;98;98;998;
1981;4;10;1;2;2;9;1;1;40;999;999;1;1;2;999;999;1;5;7;0;0;1;1;5;2;0;0;998;998;998;8;9;9;9;0;999;9;8;0;9;9;8;8;9999;998;8;98;99;999;
1981;5;2;1;204;220;9;1;1;900;999;999;102;1;204;999;999;0;8;7;0;0;0;0;5;5;113;0;220;630;998;2;2;0;2;0;999;1;4;1;9;9;3;3;9999;998;1;14;8;1;
1981;5;2;2;145;145;2;99;9;145;160;135;52;2;145;2;999;1;4;7;1;0;0;0;4;5;52;0;145;998;998;1;1;0;1;0;0;2;2;0;1;0;3;8;0;998;14;98;99;3;
1981;5;6;1;90;90;1;99;1;90;999;999;1;1;2;999;999;1;4;5;0;0;0;0;9;6;1;0;999;999;999;9;9;0;2;25;0;2;9;0;9;0;2;9;25;998;1;98;99;999;
1981;5;10;1;94;94;1;1;9;999;999;999;1;1;2;999;999;1;4;5;0;0;0;0;9;6;1;0;999;999;999;9;9;0;2;9999;999;9;9;0;9;9;9;9;9999;998;99;98;99;999;
1981;5;24;3;640;355;9;4;1;640;999;999;119;5;640;220;740;5;4;7;7;2;0;0;9;5;119;2;640;12;999;9;1;0;2;50;47;2;2;8;1;0;3;2;0;0;10;14;33;1;
1981;6;23;1;200;200;1;2;9;999;999;999;2;2;670;780;999;0;8;7;0;0;0;0;9;6;2;0;999;999;999;9;9;0;2;30;0;2;9;0;9;9;3;9;0;998;14;98;99;1;
1981;6;26;1;91;91;1;2;1;91;999;999;2;2;2;91;999;1;4;5;1;0;1;1;4;5;1;0;12;998;998;1;2;0;2;9998;0;2;1;0;9;9;1;7;9998;998;2;98;99;999;
1981;7;10;1;2;40;9;2;1;40;999;999;190;1;2;999;999;190;5;7;0;0;0;0;5;5;190;0;40;12;998;2;2;0;2;0;999;1;2;0;9;9;3;3;9999;998;2;98;99;999;
1981;7;21;1;290;255;9;1;1;290;999;999;55;1;290;999;999;0;8;7;0;0;0;0;5;5;55;0;255;12;998;2;2;0;2;0;999;1;2;0;9;9;3;3;9999;998;2;98;99;999;
1981;8;2;1;90;90;1;99;9;999;999;999;1;1;230;999;999;0;8;7;0;0;0;0;9;6;1;0;999;999;999;9;2;0;2;0;0;2;9;0;9;9;8;8;0;998;1;98;96;5;
1981;8;7;4;2;2;2;25;1;2;999;999;6;1;630;999;999;0;8;2;1;0;0;0;3;5;6;0;999;999;999;9;2;0;2;0;0;2;8;0;9;9;8;8;0;998;14;98;1;998;
1981;8;8;1;91;91;1;99;9;999;999;999;1;1;92;999;999;0;8;6;0;0;0;0;9;6;9999;0;999;999;999;9;2;0;2;0;0;2;8;9;9;9;8;8;0;998;99;99;99;999;
1981;8;10;3;230;220;10;20;1;630;999;999;1;1;630;999;999;0;8;4;0;0;0;0;4;5;32;0;12;220;600;3;2;0;1;0;0;2;2;0;0;0;3;2;0;998;14;98;96;9;
1981;8;13;2;630;698;9;2;1;630;999;999;15;1;630;999;999;0;8;7;0;0;0;0;9;6;15;0;12;698;998;2;2;0;2;0;999;1;2;0;9;9;2;3;9999;998;2;98;99;999;
1981;8;22;1;290;255;9;1;1;290;999;999;43;2;290;2;999;2;5;7;0;0;0;0;1;5;43;0;12;998;998;1;2;0;2;0;999;1;2;0;9;9;2;3;9999;998;14;98;99;999;
1981;9;18;1;290;255;9;12;1;290;999;999;49;4;290;310;380;1;5;7;1;0;0;0;2;6;49;0;255;12;998;2;2;0;2;0;999;1;2;0;9;9;2;3;9999;998;6;98;99;999;
1981;9;24;1;220;220;2;4;2;660;690;999;51;1;640;999;999;0;8;2;1;1;1;0;9;5;51;0;220;640;998;2;1;0;1;0;998;2;2;1;1;0;3;6;0;0;3;14;15;998;
1981;9;24;6;645;645;1;99;9;999;999;999;15;1;640;999;999;0;8;5;0;0;0;0;9;6;15;4;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;14;98;99;4;
1981;9;27;1;345;352;9;3;1;345;999;999;107;1;345;999;999;0;8;7;0;0;0;0;3;4;107;107;12;666;998;2;2;0;2;0;0;2;9;0;9;9;3;9;0;998;10;98;99;998;
1981;9;29;1;750;770;9;5;1;750;999;999;117;99;750;2;999;1;5;7;0;0;0;0;5;5;117;0;12;750;770;3;1;9;2;50;998;1;2;1;0;0;3;3;0;0;2;14;99;1;
1981;10;16;1;204;205;1;99;9;999;999;999;1;1;204;999;999;0;8;7;0;0;0;0;9;9;1;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;99;98;99;999;
1981;10;22;1;93;94;9;2;1;93;999;999;1;1;93;999;999;0;8;9;0;0;0;0;9;9;1;0;94;12;998;2;2;2;2;0;999;1;2;0;9;9;1;3;9999;998;1;98;99;999;
1981;10;29;3;94;92;9;5;1;93;998;998;28;3;2;94;380;3;5;7;0;0;0;0;4;5;28;0;12;94;999;9;1;2;2;0;7;1;2;1;8;0;2;1;0;7;2;98;99;1;
1981;11;10;1;91;91;1;2;9;999;999;999;1;1;2;999;999;1;1;2;0;0;0;0;3;3;1;1;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;10;98;98;998;
1981;12;7;1;101;40;9;99;9;6;999;999;999;99;101;999;999;0;8;7;0;0;0;0;5;5;9999;0;12;101;100;9;1;6;2;1000;998;1;2;1;9;9;1;1;0;0;2;98;99;998;
1981;12;7;2;101;40;9;99;9;6;999;999;999;99;101;999;999;0;8;7;0;0;0;0;5;5;9999;0;12;101;100;9;1;6;2;1000;998;1;2;1;9;9;1;1;0;0;2;98;99;998;
1981;12;7;3;101;40;9;99;9;6;999;999;101;99;101;999;999;0;8;7;0;0;0;0;5;5;9999;0;12;101;100;9;1;6;2;1000;998;1;2;1;9;9;1;1;0;0;2;98;99;998;
1981;12;17;1;541;541;1;99;1;541;999;999;22;3;200;155;541;0;8;7;0;0;0;0;9;9;22;0;999;999;999;9;2;0;2;0;0;2;8;8;9;9;8;8;0;998;1;99;99;999;
1981;12;17;2;325;325;1;4;1;325;999;999;1;1;2;999;999;1;2;4;0;0;0;0;3;6;1;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;14;98;96;42;
1982;1;5;1;230;230;1;8;1;230;999;999;1;1;255;999;999;0;8;5;0;0;0;0;9;6;2;0;999;999;999;9;2;0;2;9999;0;2;8;1;9;9;8;8;0;998;99;99;96;29;
1982;1;5;2;90;90;1;15;9;999;999;999;2;2;211;90;999;0;8;7;0;0;0;0;4;6;2;0;998;998;998;0;2;0;2;0;0;2;8;1;9;9;8;8;0;998;1;98;99;3;
1982;1;8;1;94;94;1;99;1;92;999;999;1;1;630;999;999;0;8;7;0;0;0;0;9;6;1;1;8;998;998;1;2;0;2;9998;0;2;9;0;9;9;3;5;0;998;10;98;96;22;
1982;1;27;2;100;40;9;7;1;100;999;999;128;2;100;2;999;2;5;7;0;0;0;0;9;6;128;0;12;100;40;3;1;0;2;0;0;1;2;2;9;9;1;7;0;998;2;98;99;1;
1982;2;3;1;800;775;1;99;9;999;999;999;6;4;2;900;255;3;5;7;0;0;0;0;9;6;6;0;999;999;999;9;9;0;9;0;999;2;9;0;9;9;9;9;0;999;99;98;99;3;
1982;2;18;1;660;660;1;99;9;999;999;999;3;2;2;660;999;1;4;5;0;0;0;0;4;9;3;0;7;998;998;1;2;0;2;0;0;2;2;1;9;9;9;4;0;998;99;98;3;998;
1982;2;24;1;660;660;9;12;1;660;999;999;105;2;690;660;999;0;8;7;2;0;0;0;5;6;105;0;12;660;998;2;1;0;1;0;0;1;1;1;9;9;1;1;0;998;2;98;9;998;
1982;2;26;1;510;200;9;5;1;510;999;999;105;99;541;211;520;0;8;7;1;0;0;0;9;5;105;0;12;510;501;6;1;1;1;0;0;1;1;3;8;8;1;2;0;998;1;98;99;2;
1982;3;15;4;660;660;1;99;9;999;999;999;2;2;660;200;999;0;8;2;0;0;0;0;9;9;1;0;8;998;998;1;2;0;2;15;0;2;9;0;9;9;3;5;0;998;1;98;99;1;
1982;4;14;1;225;225;2;20;1;630;999;999;8;99;630;999;999;0;8;2;0;0;0;0;1;5;8;0;998;998;998;0;2;0;2;0;0;2;8;1;9;9;8;8;0;998;1;98;2;998;
1982;5;2;1;645;645;1;99;1;646;999;999;1;1;2;999;999;1;5;7;0;0;0;0;9;6;1;0;999;999;999;9;2;0;2;0;0;2;9;0;9;9;9;3;0;998;1;98;96;154;
1982;5;11;2;160;160;1;99;9;999;999;999;3;1;2;999;999;3;4;6;0;0;0;0;9;6;3;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;2;998;
1982;5;12;1;160;160;1;99;9;999;999;999;3;1;200;999;999;0;8;6;0;0;0;0;3;6;3;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;8;1;99;998;
1982;5;12;3;90;90;2;13;1;90;999;999;9;1;140;999;999;0;8;2;0;0;0;0;5;5;9;0;90;140;998;2;1;5;2;9999;0;1;2;0;9;9;2;1;0;998;2;98;99;1;
1982;5;22;1;93;91;9;4;1;93;999;999;1;1;93;999;999;0;8;1;0;0;0;0;9;5;9999;0;12;998;998;1;9;9;9;0;999;1;2;0;9;9;2;1;9999;998;99;98;99;999;
1982;5;27;2;645;645;1;99;1;645;999;999;8;1;345;999;999;0;8;5;0;0;0;0;9;9;8;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;99;99;999;
1982;6;28;1;92;92;1;99;1;92;999;999;6;2;200;92;999;0;8;6;0;0;0;0;9;6;6;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;99;1;
1982;6;99;9;541;541;1;99;1;541;999;999;1;1;325;999;999;0;8;7;0;0;0;0;9;6;1;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;98;99;999;
1982;7;7;1;660;660;1;99;1;660;999;999;3;1;630;999;999;0;8;2;0;0;0;0;9;6;4;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;99;99;999;
1982;7;19;1;660;630;1;2;1;660;999;999;1;1;2;999;999;1;5;7;0;0;0;0;3;6;1;0;999;999;999;9;9;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;96;367;
1982;7;23;3;552;552;1;99;1;552;999;999;6;2;2;200;900;2;5;7;0;0;6;0;9;5;6;0;552;998;998;1;1;0;1;0;2;2;2;0;9;9;8;9;0;0;3;98;96;999;
1982;7;27;1;92;92;1;99;9;999;999;999;1;1;2;999;999;1;5;7;0;0;0;0;5;6;1;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;99;99;999;
1982;7;99;7;541;541;1;99;1;541;999;999;6;1;355;999;999;0;8;2;0;0;0;0;9;6;6;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;99;99;999;
1982;8;20;1;750;750;9;1;1;750;998;998;69;99;750;999;999;0;8;7;1;0;1;1;5;5;69;0;12;770;750;3;1;0;1;9;998;9;2;1;9;9;3;1;0;0;14;98;99;998;
1982;8;23;1;90;90;1;99;9;999;999;999;2;2;90;2;999;1;5;7;0;0;0;0;9;9;9999;999;998;998;998;0;2;0;2;0;0;2;9;0;9;9;8;8;0;998;99;99;99;998;
1982;9;6;1;225;225;2;4;1;290;999;999;13;2;290;225;999;0;8;2;0;0;0;0;5;5;13;1;290;225;998;2;1;0;1;143;998;9;1;3;1;0;3;6;0;0;14;98;49;2;
1982;9;17;1;541;541;1;99;1;541;998;998;5;3;235;325;140;0;8;7;0;0;0;0;9;6;5;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;99;99;99;999;
1982;9;17;3;91;91;2;12;1;91;999;999;105;99;91;999;999;0;8;5;0;0;0;0;4;5;105;3;91;998;998;1;1;0;1;0;60;1;5;4;1;0;1;6;0;0;2;98;96;8;
1982;9;19;1;220;220;1;5;1;438;999;999;1;1;438;999;999;0;8;6;0;0;0;0;9;4;0;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;8;98;98;998;
1982;9;99;1;540;540;1;99;1;540;999;999;3;1;140;999;999;0;8;7;0;0;0;0;9;6;3;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;96;273;
1982;10;99;3;541;541;1;99;1;541;999;999;7;1;235;999;999;0;8;7;0;0;0;0;9;6;7;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;96;999;
1982;11;3;1;255;255;2;9;1;640;999;999;73;2;640;255;999;0;8;2;2;0;0;0;9;5;73;0;640;255;998;2;1;2;2;0;0;1;1;1;9;9;1;2;0;998;2;98;16;998;
1982;11;5;1;540;540;1;99;1;540;999;999;2;1;140;999;999;0;8;7;0;0;0;0;9;6;2;0;999;999;999;9;9;0;2;0;0;2;9;0;9;9;8;8;0;998;99;99;99;999;
1982;11;5;2;210;210;2;10;1;640;999;999;2;1;640;999;999;0;8;2;0;0;0;0;9;5;2;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;14;98;3;998;
1982;11;7;2;365;640;9;3;1;365;999;999;42;1;365;999;999;0;8;7;3;0;0;0;9;5;42;0;640;12;255;3;2;0;2;0;999;1;2;0;9;9;3;3;9999;998;6;2;99;999;
1982;11;8;1;42;42;2;5;1;42;999;999;1;1;135;999;999;0;8;2;0;0;0;0;9;5;1;0;135;998;998;1;2;0;2;0;0;1;2;0;9;9;3;2;0;998;14;98;99;998;
1982;11;9;2;94;94;1;6;1;92;999;999;1;1;740;999;999;0;8;5;4;2;0;0;9;2;0;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;8;98;98;998;
1982;12;14;1;90;90;1;99;1;90;999;999;3;2;90;91;999;0;8;2;0;0;0;0;9;6;1;0;91;90;998;2;1;2;2;0;0;2;2;0;1;0;1;1;0;998;2;98;96;9;
